PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Surname,Maiden Name,First Surname,Second Surname,Group
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C,Baclini,,Baclini,,191
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,Peuchen,,Peuchen,,261
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,,S,West,,West,,149
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,Hagland,,Hagland,,220
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,Foreman,,Foreman,,262
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,Goldenberg,,Goldenberg,,99
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,Peduzzi,,Peduzzi,,561
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,C,Jalsevac,,Jalsevac,,562
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,Millet,,Millet,,263
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,Kenyon,,Kenyon,,264
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,S,Toomey,,Toomey,,370
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,O'Connor,,O'Connor,,221
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,Anderson,,Anderson,,265
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,S,Morley,,Morley,,563
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,Gee,,Gee,,266
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,,S,Milling,,Milling,,371
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,Maisner,,Maisner,,564
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,Goncalves,,Goncalves,,565
467,0,2,"Campbell, Mr. William",male,,0,0,239853,0.0,,S,Campbell,,Campbell,,62
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,,S,Smart,,Smart,,267
469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,Scanlan,,Scanlan,,566
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,Baclini,,Baclini,,191
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,Keefe,,Keefe,,567
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,,S,Cacic,,Cacic,,42
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,,S,West,Worth,West,,149
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Jerwan,Thuillard,Jerwan,,150
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,,S,Strandberg,,Strandberg,,568
476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52.0,A14,S,Clifford,,Clifford,,125
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,,S,Renouf,,Renouf,,36
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,,S,Braund,,Braund,,205
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,,S,Karlsson,,Karlsson,,21
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,,S,Hirvonen,,Hirvonen,,72
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,,S,Goodwin,,Goodwin,,187
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0.0,,S,Frost,,Frost,,372
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,,S,Rouse,,Rouse,,569
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,,S,Turkula,,Turkula,,570
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C,Bishop,,Bishop,,87
486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,Lefebre,,Lefebre,,495
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,Hoyt,Forby,Hoyt,,48
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C,Kent,,Kent,,268
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,,S,Somerton,,Somerton,,571
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,,S,Coutts,,Coutts,,196
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S,Hagland,,Hagland,,220
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,S,Windelov,,Windelov,,572
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,S,Molson,,Molson,,269
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,,C,Artagaveytia,,Artagaveytia,,270
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,,S,Stanley,,Stanley,,222
496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C,Yousseff,,Yousseff,,75
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,C,Eustis,,Eustis,,95
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,Shellard,,Shellard,,223
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,S,Allison,Daniels,Allison,,49
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,,S,Svensson,,Svensson,,81
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,,S,Calic,,Calic,,209
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,,Q,Canavan,,Canavan,,224
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q,O'Sullivan,,O'Sullivan,,573
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,,S,Laitinen,,Laitinen,,574
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,S,Maioni,,Maioni,,55
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C,Penasco y Castellana,,Penasco,Castellana,17
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,,S,Quick,Richards,Quick,,6
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,S,Bradley,,Bradley,,271
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,,S,Olsen,,Olsen,,2
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,,S,Lang,,Lang,,12
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,,Q,Daly,,Daly,,225
512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S,Webber,,Webber,,575
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,McGough,,McGough,,272
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,,C,Rothschild,Barrett,Rothschild,,91
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,,S,Coleff,,Coleff,,226
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,S,Walker,,Walker,,273
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S,Lemore,Milley,Lemore,,151
518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q,Ryan,,Ryan,,40
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,,S,Angle,Hughes,Angle,,34
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,,S,Pavlovic,,Pavlovic,,576
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,S,Perreault,,Perreault,,0
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,S,Vovk,,Vovk,,577
523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C,Lahoud,,Lahoud,,578
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C,Hippach,Fischer,Hippach,,92
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,Kassem,,Kassem,,579
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,Farrell,,Farrell,,580
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,,S,Ridsdale,,Ridsdale,,373
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S,Farthing,,Farthing,,30
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,,S,Salonen,,Salonen,,581
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,,S,Hocking,,Hocking,,6
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,,S,Quick,,Quick,,6
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,Toufik,,Toufik,,582
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,,C,Elias,,Elias,,1
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,Peter,Rizk,Peter,,184
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,,S,Cacic,,Cacic,,42
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,,S,Hart,,Hart,,148
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S,Butt,,Butt,,274
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,,C,LeRoy,,LeRoy,,13
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,Risien,,Risien,,583
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C,Frolicher,,Frolicher,,53
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,S,Crosby,,Crosby,,52
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,,S,Andersson,,Andersson,,3
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,,S,Andersson,,Andersson,,3
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,,S,Beane,,Beane,,33
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,C,Douglas,,Douglas,,13
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,,S,Nicholson,,Nicholson,,275
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,,S,Beane,Clarke,Beane,,33
548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,C,Padro y Manent,,Padro,Manent,162
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,,S,Goldsmith,,Goldsmith,,68
550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,,S,Davies,,Davies,,4
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C70,C,Thayer,,Thayer,,7
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,,S,Sharp,,Sharp,,170
553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q,O'Brien,,O'Brien,,66
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,,C,Leeni,,Leeni,,584
555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,,S,Ohman,,Ohman,,585
556,0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,,S,Wright,,Wright,,50
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,A16,C,Duff Gordon,Sutherland,Duff,Gordon,18
558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,C,Robbins,,Robbins,,19
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,S,Taussig,Mandelbaum,Taussig,,93
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,,S,de Messemaeker,,de Messemaeker,,586
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,Morrow,,Morrow,,587
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,,S,Sivic,,Sivic,,588
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,,S,Norman,,Norman,,374
564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S,Simmons,,Simmons,,589
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S,Meanwell,Ogden,Meanwell,,185
566,0,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,,S,Davies,,Davies,,43
567,0,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,,S,Stoytcheff,,Stoytcheff,,590
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,,S,Palsson,Berglund,Palsson,,70
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C,Doharr,,Doharr,,591
570,1,3,"Jonsson, Mr. Carl",male,32.0,0,0,350417,7.8542,,S,Jonsson,,Jonsson,,227
571,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,,S,Harris,,Harris,,167
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,C101,S,Appleton,Lamson,Appleton,,8
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,S,Flynn,,Flynn,,276
574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Q,Kelly,,Kelly,,41
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,,S,Rush,,Rush,,592
576,0,3,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,,S,Patchett,,Patchett,,228
577,1,2,"Garside, Miss. Ethel",female,34.0,0,0,243880,13.0,,S,Garside,,Garside,,375
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1,0,13507,55.9,E44,S,Silvey,Munger,Silvey,,94
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C,Caram,Elias,Caram,,1
580,1,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,,S,Jussila,,Jussila,,74
581,1,2,"Christy, Miss. Julie Rachel",female,25.0,1,1,237789,30.0,,S,Christy,,Christy,,35
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1,1,17421,110.8833,C68,C,Thayer,Morris,Thayer,,7
583,0,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,,S,Downton,,Downton,,169
584,0,1,"Ross, Mr. John Hugo",male,36.0,0,0,13049,40.125,A10,C,Ross,,Ross,,277
585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,C,Paulner,,Paulner,,593
586,1,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,E68,S,Taussig,,Taussig,,93
587,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,,S,Jarvis,,Jarvis,,376
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1,1,13567,79.2,B41,C,Frolicher-Stehli,,Frolicher,Stehli,53
589,0,3,"Gilinski, Mr. Eliezer",male,22.0,0,0,14973,8.05,,S,Gilinski,,Gilinski,,594
590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,S,Murdlin,,Murdlin,,595
591,0,3,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,,S,Rintamaki,,Rintamaki,,596
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,D20,C,Stephenson,Eustis,Stephenson,,95
593,0,3,"Elsbury, Mr. William James",male,47.0,0,0,A/5 3902,7.25,,S,Elsbury,,Elsbury,,597
594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q,Bourke,,Bourke,,210
595,0,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,,S,Chapman,,Chapman,,58
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,,S,Van Impe,,Van Impe,,189
597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33.0,,S,Leitch,,Leitch,,171
598,0,3,"Johnson, Mr. Alfred",male,49.0,0,0,LINE,0.0,,S,Johnson,,Johnson,,15
599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C,Boulos,,Boulos,,38
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1,0,PC 17485,56.9292,A20,C,Duff Gordon,,Duff,Gordon,18
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2,1,243847,27.0,,S,Jacobsohn,Christy,Jacobsohn,,35
602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S,Slabenoff,,Slabenoff,,598
603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S,Harrington,,Harrington,,130
604,0,3,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,,S,Torber,,Torber,,599
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0,0,111426,26.55,,C,Homer,,Homer,,278
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,,S,Lindell,,Lindell,,22
607,0,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,,S,Karaic,,Karaic,,600
608,1,1,"Daniel, Mr. Robert Williams",male,27.0,0,0,113804,30.5,,S,Daniel,,Daniel,,279
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,,C,Laroche,Lafargue,Laroche,,152
610,1,1,"Shutes, Miss. Elizabeth W",female,40.0,0,0,PC 17582,153.4625,C125,S,Shutes,,Shutes,,26
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1,5,347082,31.275,,S,Andersson,Brogren,Andersson,,3
612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,S,Jardin,,Jardin,,601
613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Q,Murphy,,Murphy,,76
614,0,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q,Horgan,,Horgan,,602
615,0,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,,S,Brocklebank,,Brocklebank,,603
616,1,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,,S,Herman,,Herman,,57
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,,S,Danbom,,Danbom,,3
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,,S,Lobb,Stanlick,Lobb,,186
619,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136,39.0,F4,S,Becker,,Becker,,157
620,0,2,"Gavey, Mr. Lawrence",male,26.0,0,0,31028,10.5,,S,Gavey,,Gavey,,377
621,0,3,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,,C,Yasbeck,,Yasbeck,,24
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1,0,11753,52.5542,D19,S,Kimball,,Kimball,,104
623,1,3,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,,C,Nakid,,Nakid,,200
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0,0,350029,7.8542,,S,Hansen,,Hansen,,25
625,0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,,S,Bowen,,Bowen,,78
626,0,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,D50,S,Sutton,,Sutton,,280
627,0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0,0,219533,12.35,,Q,Kirkland,,Kirkland,,378
628,1,1,"Longley, Miss. Gretchen Fiske",female,21.0,0,0,13502,77.9583,D9,S,Longley,,Longley,,27
629,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224,7.8958,,S,Bostandyeff,,Bostandyeff,,604
630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q,O'Connell,,O'Connell,,605
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,S,Barkworth,,Barkworth,,281
632,0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,,S,Lundahl,,Lundahl,,606
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32.0,0,0,13214,30.5,B50,C,Stahelin-Maeglin,,Stahelin,Maeglin,120
634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0.0,,S,Parr,,Parr,,282
635,0,3,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,,S,Skoog,,Skoog,,21
636,1,2,"Davis, Miss. Mary",female,28.0,0,0,237668,13.0,,S,Davis,,Davis,,10
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,,S,Leinonen,,Leinonen,,607
638,0,2,"Collyer, Mr. Harvey",male,31.0,1,1,C.A. 31921,26.25,,S,Collyer,,Collyer,,153
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,,S,Panula,Ojala,Panula,,71
640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S,Thorneycroft,,Thorneycroft,,183
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,,S,Jensen,,Jensen,,2
642,1,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,69.3,B35,C,Sagesser,,Sagesser,,129
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,,S,Skoog,,Skoog,,21
644,1,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,S,Foo,,Foo,,12
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,Baclini,,Baclini,,191
646,1,1,"Harper, Mr. Henry Sleeper",male,48.0,1,0,PC 17572,76.7292,D33,C,Harper,,Harper,,46
647,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,,S,Cor,,Cor,,82
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0,0,13213,35.5,A26,C,Simonius-Blumer,,Simonius,Blumer,121
649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S,Willey,,Willey,,608
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,,S,Stanley,,Stanley,,222
651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,Mitkoff,,Mitkoff,,609
652,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919,23.0,,S,Doling,,Doling,,138
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0,0,8475,8.4333,,S,Kalvik,,Kalvik,,610
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Q,O'Leary,,O'Leary,,611
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,,Q,Hegarty,,Hegarty,,612
656,0,2,"Hickman, Mr. Leonard Mark",male,24.0,2,0,S.O.C. 14879,73.5,,S,Hickman,,Hickman,,4
657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S,Radeff,,Radeff,,613
658,0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1,1,364849,15.5,,Q,Bourke,,Bourke,,210
659,0,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,,S,Eitemiller,,Eitemiller,,379
660,0,1,"Newell, Mr. Arthur Webster",male,58.0,0,2,35273,113.275,D48,C,Newell,,Newell,,252
661,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,133.65,,S,Frauenthal,,Frauenthal,,47
662,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623,7.225,,C,Badt,,Badt,,614
663,0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0,0,5727,25.5875,E58,S,Colley,,Colley,,283
664,0,3,"Coleff, Mr. Peju",male,36.0,0,0,349210,7.4958,,S,Coleff,,Coleff,,226
665,1,3,"Lindqvist, Mr. Eino William",male,20.0,1,0,STON/O 2. 3101285,7.925,,S,Lindqvist,,Lindqvist,,72
666,0,2,"Hickman, Mr. Lewis",male,32.0,2,0,S.O.C. 14879,73.5,,S,Hickman,,Hickman,,4
667,0,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,,S,Butler,,Butler,,380
668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S,Rommetvedt,,Rommetvedt,,615
669,0,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,,S,Cook,,Cook,,616
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52.0,C126,S,Taylor,Wright,Taylor,,50
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1,1,29750,39.0,,S,Brown,Ford,Brown,,56
672,0,1,"Davidson, Mr. Thornton",male,31.0,1,0,F.C. 12750,52.0,B71,S,Davidson,,Davidson,,0
673,0,2,"Mitchell, Mr. Henry Michael",male,70.0,0,0,C.A. 24580,10.5,,S,Mitchell,,Mitchell,,381
674,1,2,"Wilhelms, Mr. Charles",male,31.0,0,0,244270,13.0,,S,Wilhelms,,Wilhelms,,382
675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0.0,,S,Watson,,Watson,,383
